,year,Month,day,Hour,minute,SiteOutdoorAirDrybulbTemperature,dew_point,SiteOutdoorAirRelativeHumidity,datetime,DayOfYear,dayofweek,DayofWeek,floor_area,floor_height,number_of_stories,building_rotation,aspect_ratio,overall_wwr,hours_of_operation_start_time,hours_of_operation_duration,lpd,epd,people_average,heating_source,target_standard,building_type,B0_Elec,B0_Gas,B1_Elec,B1_Gas,B2_Elec,B2_Gas,B_All_Elec
26,1997,1,2,3,0,3.3,0.1,80.0,1/2/2017 2:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,33.28577222222222,0.003180183033333333,88.12277777777778,0.08470516518888889,26.646366666666665,0.9450133469444444,148.05491666666666
27,1997,1,2,4,0,3.6,0.0,77.0,1/2/2017 3:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,36.424102777777776,0.05745508502222222,86.82952777777778,0.08107641788888888,28.524686111111112,1.239711179988889,151.77831666666668
28,1997,1,2,5,0,4.0,1.0,81.0,1/2/2017 4:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,50.280543055555555,0.07531344563333334,87.71424305555556,0.03602802831111111,30.346018055555554,2.2037593072333332,168.3408041666667
29,1997,1,2,6,0,3.5,0.9,83.0,1/2/2017 5:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,88.87795833333334,0.10815278934444443,67.70983333333334,0.03608027456111111,62.36076111111111,3.1432381816666664,218.9485527777778
30,1997,1,2,7,0,3.7,0.9,82.0,1/2/2017 6:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,141.76002777777776,0.17119563094444445,107.64195555555555,0.07455743647222222,74.89768333333333,3.2843066108333328,324.29966666666667
31,1997,1,2,8,0,4.0,0.9,80.0,1/2/2017 7:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,124.01983333333334,0.18044224572222223,155.2841527777778,0.10221842569444445,73.49255555555555,2.895930426972222,352.7965416666667
32,1997,1,2,9,0,5.0,1.0,75.0,1/2/2017 8:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,131.43194444444444,0.18513094977777778,153.79163888888888,0.12332523303333333,91.13544444444445,2.408984880333333,376.3590277777777
33,1997,1,2,10,0,5.4,0.6,71.0,1/2/2017 9:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,138.4253611111111,0.21310527433333334,158.97179166666666,0.20860048655555555,101.901875,2.143801870888889,399.2990277777778
34,1997,1,2,11,0,6.4,0.1,64.0,1/2/2017 10:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,142.52909722222222,0.22039975122222222,157.5168611111111,0.22513238477777778,105.23559722222222,2.392040082722222,405.28155555555554
35,1997,1,2,12,0,7.7,0.8,62.0,1/2/2017 11:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,143.9212638888889,0.22587165144444443,161.5198888888889,0.2255766082222222,102.15919444444444,2.3119478846666666,407.60034722222224
36,1997,1,2,13,0,9.1,4.8,74.0,1/2/2017 12:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,140.0793611111111,0.20836396861111112,160.4341388888889,0.2833076482222222,99.39329166666667,2.150816326833333,399.90679166666666
37,1997,1,2,14,0,9.5,6.8,83.0,1/2/2017 13:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,135.37715277777778,0.3023144311666667,158.21713888888888,0.3816341429444445,95.60097222222223,1.7503589855,389.1952638888889
38,1997,1,2,15,0,11.1,6.9,75.0,1/2/2017 14:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,133.42556944444445,0.6369290816111111,157.96931944444444,0.6303522146666667,88.06326388888888,0.19636330116666667,379.45815277777774
39,1997,1,2,16,0,11.6,7.0,73.0,1/2/2017 15:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,132.83058333333332,0.6033263360722222,157.10558333333333,0.6633631251111111,81.40059166666667,0.17150939277777777,371.3367583333333
40,1997,1,2,17,0,10.0,7.1,82.0,1/2/2017 16:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,116.99968055555556,0.5095663768500001,164.37222222222223,0.6359653811666667,64.1620638888889,0.2985539190611111,345.5339666666667
41,1997,1,2,18,0,10.1,7.1,82.0,1/2/2017 17:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,131.4222638888889,0.3851083456,166.38947222222222,0.3318623511666667,75.08437222222223,0.26673299100555553,372.89610833333336
42,1997,1,2,19,0,11.0,7.5,79.0,1/2/2017 18:00,002,Monday,1,47083.0,10,4,45,1.4248449171618343,45,6.030453952648233,8.941525409031172,16.009372807444223,2,10,Electricity,90.1-2004,MediumOffice,95.932125,0.2993448585722222,138.766,0.3279151410555556,71.71812222222222,0.5252567668777778,306.41624722222224
